model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
 A1;2017;12500;Manual;23485;Petrol;145;67.3;1.0;audi
 A3;2015;11992;Manual;57841;Petrol;30;57.6;1.4;audi
 Q3;2017;21490;Automatic;18438;Petrol;150;47.9;1.4;audi
 Q5;2019;33880;Automatic;9377;Diesel;150;38.2;2.0;audi
 A6;2019;41890;Automatic;5000;Diesel;145;37.7;3.0;audi
 A6;2016;17498;Semi-Auto;24405;Diesel;20;64.2;2.0;audi
 Q3;2017;18487;Manual;13133;Petrol;145;51.4;1.4;audi
 A3;2015;8950;Manual;62710;Diesel;0;74.3;1.6;audi
 Q3;2019;38990;Semi-Auto;5476;Petrol;145;31.0;2.0;audi
 Q3;2016;17498;Manual;29602;Diesel;145;52.3;2.0;audi
 A4;2019;21950;Manual;7975;Petrol;145;39.2;2.0;audi
 Q3;2017;21888;Semi-Auto;18203;Diesel;150;53.3;2.0;audi
 Q2;2019;22453;Manual;7462;Petrol;150;42.8;1.5;audi
 Q3;2019;26925;Semi-Auto;6328;Diesel;145;48.7;2.0;audi
 Q7;2019;56900;Semi-Auto;1478;Diesel;145;32.1;3.0;audi
 Q2;2019;20430;Manual;3841;Diesel;145;49.6;1.6;audi
 Q5;2019;35444;Automatic;1500;Diesel;145;38.2;2.0;audi
 A5;2020;29950;Semi-Auto;5000;Diesel;145;50.4;2.0;audi
 Q3;2020;37000;Semi-Auto;3000;Diesel;145;47.1;2.0;audi
 A4;2011;5995;Manual;90000;Diesel;30;61.4;2.0;audi
 A3;2019;20000;Automatic;11486;Diesel;145;54.3;1.6;audi
 A4;2016;18950;Automatic;56000;Diesel;125;60.1;3.0;audi
 Q5;2016;19975;Automatic;29808;Diesel;200;47.1;2.0;audi
 Q3;2019;38995;Semi-Auto;5454;Petrol;145;30.7;2.0;audi
 Q3;2014;13798;Manual;26782;Petrol;235;38.7;2.0;audi
 A3;2018;22285;Automatic;6754;Diesel;145;52.3;1.6;audi
 Q8;2018;51495;Automatic;7000;Diesel;145;33.6;3.0;audi
 A5;2018;22999;Automatic;11744;Diesel;145;61.4;2.0;audi
 Q3;2019;26676;Manual;3125;Petrol;145;40.9;1.5;audi
 Q7;2019;54950;Automatic;2086;Diesel;145;33.2;3.0;audi
 A3;2017;19995;Manual;16103;Diesel;145;65.7;2.0;audi
 A4;2017;14500;Manual;23092;Petrol;145;52.3;1.4;audi
 Q3;2018;26000;Semi-Auto;20000;Petrol;150;40.4;2.0;audi
 Q3;2017;18998;Semi-Auto;9347;Petrol;145;47.9;1.4;audi
 Q7;2020;62985;Semi-Auto;10;Diesel;145;33.2;3.0;audi
 A1;2016;14991;Manual;21257;Petrol;30;55.4;1.4;audi
 A1;2016;12995;Manual;42165;Petrol;30;56.5;1.4;audi
 Q5;2017;24800;Semi-Auto;18053;Diesel;200;47.1;2.0;audi
 A4;2018;23450;Semi-Auto;10767;Petrol;145;42.8;2.0;audi
 A3;2014;12990;Manual;53134;Petrol;20;60.1;1.4;audi
 A1;2015;13942;Manual;19516;Petrol;30;58.9;1.4;audi
 A1;2019;18650;Automatic;5121;Petrol;145;47.9;1.0;audi
 A5;2019;29950;Automatic;5000;Petrol;145;39.8;2.0;audi
 A4;2017;14991;Manual;28000;Petrol;150;51.4;1.4;audi
 A1;2016;11950;Manual;35685;Petrol;0;67.3;1.0;audi
 Q5;2019;31490;Semi-Auto;7601;Diesel;145;38.2;2.0;audi
 A6;2019;30500;Automatic;9000;Diesel;145;47.9;2.0;audi
 A4;2017;20798;Semi-Auto;13611;Petrol;145;50.4;1.4;audi
 A4;2017;18495;Automatic;41112;Diesel;145;62.8;2.0;audi
 A4;2019;27950;Automatic;2777;Petrol;145;40.9;2.0;audi
 A4;2017;17500;Manual;23000;Diesel;145;70.6;2.0;audi
 A1;2019;22495;Semi-Auto;9801;Petrol;150;40.9;2.0;audi
 Q5;2016;21495;Semi-Auto;34821;Diesel;200;47.1;2.0;audi
 A3;2017;16625;Semi-Auto;53222;Diesel;30;61.4;2.0;audi
 Q3;2019;26978;Semi-Auto;10778;Diesel;145;47.1;2.0;audi
 Q7;2013;17995;Automatic;65000;Diesel;305;38.2;3.0;audi
 TT;2017;25750;Manual;33249;Petrol;235;38.7;2.0;audi
 A6;2013;8399;Manual;83297;Diesel;145;56.5;2.0;audi
 A4;2015;12000;Manual;81790;Diesel;125;57.6;2.0;audi
 Q3;2016;15700;Automatic;28396;Diesel;145;53.3;2.0;audi
 TT;2017;17499;Manual;20153;Diesel;30;62.8;2.0;audi
 A1;2017;12290;Manual;25774;Petrol;150;57.6;1.4;audi
 A1;2017;12600;Manual;12568;Petrol;150;67.3;1.0;audi
 A4;2019;26899;Automatic;4080;Petrol;145;42.2;2.0;audi
 A3;2016;13500;Manual;44457;Diesel;30;68.9;1.6;audi
 Q8;2019;51990;Automatic;9804;Diesel;145;33.6;3.0;audi
 A1;2013;9313;Manual;37502;Petrol;125;53.3;1.4;audi
 A3;2016;11500;Manual;29701;Petrol;20;62.8;1.4;audi
 Q7;2018;45950;Semi-Auto;18000;Diesel;145;32.8;3.0;audi
 A4;2018;17698;Manual;23669;Petrol;145;52.3;1.4;audi
 A3;2017;19299;Automatic;17918;Petrol;145;47.9;2.0;audi
 A3;2008;3490;Manual;82000;Petrol;235;38.7;1.8;audi
 Q5;2016;22995;Automatic;28000;Diesel;200;47.1;2.0;audi
 Q7;2016;44990;Semi-Auto;44071;Diesel;300;39.2;4.0;audi
 Q2;2018;18351;Manual;10581;Petrol;145;52.3;1.4;audi
 A5;2013;10500;Automatic;69670;Diesel;145;53.3;2.0;audi
 Q3;2019;37295;Automatic;5282;Petrol;145;32.1;2.0;audi
 A1;2019;22365;Semi-Auto;3774;Petrol;145;40.9;2.0;audi
 Q5;2015;17595;Manual;42940;Diesel;200;47.9;2.0;audi
 Q8;2019;83995;Semi-Auto;5978;Diesel;150;30.7;4.0;audi
 A5;2020;33000;Semi-Auto;6000;Petrol;145;39.8;2.0;audi
 A4;2018;28995;Semi-Auto;11047;Diesel;145;56.5;2.0;audi
 A4;2016;15998;Manual;21944;Petrol;125;49.6;2.0;audi
 A1;2014;6490;Manual;80000;Diesel;20;68.9;2.0;audi
 TT;2017;19000;Manual;14623;Petrol;150;46.3;1.8;audi
 RS3;2017;31888;Automatic;38000;Petrol;150;34.0;2.5;audi
 Q3;2019;28192;Semi-Auto;3161;Petrol;145;38.2;1.5;audi
 Q3;2016;16250;Manual;29841;Diesel;125;60.1;2.0;audi
 A1;2014;11950;Manual;28061;Petrol;20;60.1;1.4;audi
 A6;2017;19655;Semi-Auto;31605;Diesel;145;57.6;2.0;audi
 A1;2013;8889;Manual;32365;Petrol;125;53.3;1.4;audi
 A5;2016;16498;Semi-Auto;21480;Diesel;125;58.9;2.0;audi
 A1;2016;11995;Manual;24918;Petrol;0;67.3;1.0;audi
 RS3;2015;27790;Automatic;27000;Petrol;300;34.9;2.5;audi
 Q3;2017;16995;Manual;18000;Diesel;30;61.4;2.0;audi
 Q2;2018;20691;Manual;9519;Petrol;145;50.4;1.4;audi
 A4;2019;18698;Manual;2124;Petrol;145;41.5;2.0;audi
 Q7;2019;59995;Automatic;10;Diesel;145;33.2;3.0;audi
 RS4;2018;49990;Semi-Auto;22767;Petrol;145;32.1;2.9;audi
 Q3;2017;14000;Manual;67161;Petrol;150;51.4;1.4;audi
 A1;2018;14900;Manual;14992;Petrol;150;55.4;1.4;audi
 A1;2016;11990;Manual;33096;Petrol;0;67.3;1.0;audi
 A1;2012;9890;Semi-Auto;46179;Petrol;125;53.3;1.4;audi
 A1;2015;9298;Manual;43440;Diesel;0;80.7;1.6;audi
 A5;2019;27990;Semi-Auto;50;Petrol;145;39.8;2.0;audi
 A3;2019;22000;Semi-Auto;13576;Petrol;150;42.2;1.5;audi
 SQ5;2014;22200;Automatic;40000;Diesel;260;41.5;3.0;audi
 A6;2018;27995;Semi-Auto;27500;Petrol;150;39.8;2.0;audi
 Q7;2018;48985;Semi-Auto;35800;Diesel;145;39.2;4.0;audi
 A5;2017;23490;Automatic;35220;Petrol;145;48.7;2.0;audi
 A5;2019;25950;Semi-Auto;8130;Diesel;145;67.3;2.0;audi
 Q5;2017;35422;Automatic;42683;Petrol;145;34.0;3.0;audi
 A3;2019;30000;Automatic;289;Petrol;150;34.9;2.0;audi
 Q3;2019;28990;Manual;3629;Petrol;145;39.8;1.5;audi
 A5;2019;27022;Semi-Auto;3256;Petrol;145;40.4;2.0;audi
 A1;2019;22400;Semi-Auto;3729;Petrol;145;47.1;1.0;audi
 Q3;2015;18350;Manual;19379;Petrol;145;49.6;1.4;audi
 A1;2019;23290;Semi-Auto;6000;Petrol;145;44.8;1.5;audi
 A4;2017;19450;Automatic;27409;Petrol;125;52.3;2.0;audi
 Q3;2015;12750;Manual;78962;Diesel;125;60.1;2.0;audi
 A3;2018;14650;Manual;8507;Diesel;145;49.6;1.6;audi
 Q5;2020;62000;Semi-Auto;5000;Diesel;150;32.5;3.0;audi
 A1;2017;10170;Manual;31037;Petrol;0;67.3;1.0;audi
 A3;2014;14995;Semi-Auto;27355;Petrol;160;42.8;1.8;audi
 Q7;2020;53900;Semi-Auto;4000;Diesel;145;33.2;3.0;audi
 Q2;2019;30950;Automatic;5204;Petrol;145;33.2;2.0;audi
 A3;2018;18995;Manual;13147;Diesel;145;67.3;1.6;audi
 Q3;2019;29750;Semi-Auto;1869;Petrol;150;38.2;1.5;audi
 A5;2016;18995;Semi-Auto;24059;Diesel;160;52.3;2.0;audi
 Q5;2018;26945;Semi-Auto;21248;Diesel;145;55.4;2.0;audi
 A1;2016;12000;Manual;22451;Petrol;30;55.4;1.4;audi
 Q2;2019;26508;Manual;15;Petrol;145;40.9;1.5;audi
 Q2;2019;22750;Manual;5433;Diesel;145;47.9;1.6;audi
 Q3;2019;33490;Semi-Auto;7199;Petrol;145;32.1;2.0;audi
 A1;2016;12710;Manual;33309;Diesel;20;72.4;1.6;audi
 A4;2019;25000;Semi-Auto;5000;Petrol;145;38.7;2.0;audi
 A1;2016;15498;Manual;20417;Petrol;30;70.6;1.4;audi
 A3;2016;12500;Manual;37998;Diesel;20;70.6;1.6;audi
 Q2;2018;17495;Manual;23813;Petrol;145;55.4;1.0;audi
 Q3;2019;29995;Automatic;4384;Petrol;145;38.2;1.5;audi
 A5;2013;9470;Manual;111873;Diesel;30;61.4;2.0;audi
 A6;2018;27985;Semi-Auto;1790;Diesel;145;50.4;2.0;audi
 A6;2019;31000;Automatic;4500;Diesel;145;47.9;2.0;audi
 A3;2019;22250;Semi-Auto;15561;Petrol;145;41.5;1.5;audi
 A5;2018;24300;Manual;25120;Petrol;145;47.1;2.0;audi
 A4;2020;31495;Automatic;2500;Diesel;145;50.4;2.0;audi
 A1;2015;10552;Manual;39000;Petrol;30;55.4;1.4;audi
 Q5;2020;49990;Semi-Auto;5000;Diesel;145;34.5;3.0;audi
 Q2;2017;20650;Semi-Auto;18745;Petrol;150;52.3;1.4;audi
 Q3;2017;15749;Manual;41767;Petrol;145;51.4;1.4;audi
 A3;2017;19995;Manual;12000;Petrol;145;58.9;1.4;audi
 Q3;2019;38990;Automatic;3000;Petrol;145;32.1;2.0;audi
 Q5;2020;39000;Semi-Auto;1000;Diesel;150;38.2;2.0;audi
 A5;2016;14999;Manual;46107;Petrol;200;40.9;2.0;audi
 A7;2018;38500;Semi-Auto;19112;Petrol;150;39.8;3.0;audi
 Q3;2019;30500;Automatic;5007;Diesel;145;48.7;2.0;audi
 A4;2016;14295;Semi-Auto;33319;Diesel;0;72.4;2.0;audi
 Q2;2019;20888;Manual;333;Petrol;145;47.1;1.0;audi
 A1;2020;20495;Manual;4062;Petrol;145;47.9;1.0;audi
 Q5;2016;18099;Automatic;89165;Diesel;200;47.9;2.0;audi
 A3;2017;16222;Manual;20472;Petrol;150;50.4;2.0;audi
 A8;2018;34700;Automatic;15486;Diesel;145;50.4;3.0;audi
 A1;2016;14998;Semi-Auto;15434;Petrol;30;70.6;1.4;audi
 A1;2017;13950;Manual;8500;Petrol;150;67.3;1.0;audi
 A1;2018;17444;Automatic;9000;Petrol;150;56.5;1.4;audi
 TT;2019;34490;Automatic;7881;Petrol;145;38.7;2.0;audi
 Q2;2017;14759;Manual;31475;Petrol;150;55.4;1.0;audi
 TT;2020;49000;Semi-Auto;4060;Petrol;145;30.7;2.5;audi
 A1;2015;10470;Manual;52902;Petrol;30;58.9;1.4;audi
 Q7;2017;51895;Semi-Auto;15955;Diesel;145;39.2;4.0;audi
 Q5;2019;53945;Semi-Auto;6243;Diesel;145;32.5;3.0;audi
 A4;2020;28995;Semi-Auto;4000;Diesel;145;54.3;3.0;audi
 A5;2019;26990;Semi-Auto;1475;Petrol;145;39.8;2.0;audi
 Q2;2017;18495;Manual;24755;Petrol;145;52.3;1.4;audi
 A3;2019;25900;Semi-Auto;2867;Diesel;145;51.4;2.0;audi
 Q2;2018;21790;Semi-Auto;10200;Petrol;145;52.3;1.4;audi
 A1;2015;11300;Semi-Auto;34540;Petrol;30;57.6;1.4;audi
 A3;2017;17250;Manual;41293;Diesel;20;65.7;2.0;audi
 A1;2016;12000;Manual;45998;Petrol;30;55.4;1.4;audi
 A5;2019;27900;Automatic;9076;Diesel;145;45.6;2.0;audi
 Q2;2017;18000;Manual;45478;Petrol;150;50.4;1.4;audi
 Q5;2013;15670;Manual;55215;Petrol;235;37.7;2.0;audi
 A4;2017;24750;Automatic;24885;Petrol;145;38.7;3.0;audi
 Q2;2017;19495;Manual;9256;Petrol;145;52.3;1.4;audi
 Q3;2016;20994;Automatic;22226;Petrol;200;40.4;2.0;audi
 A6;2019;31000;Automatic;1000;Diesel;145;50.4;2.0;audi
 A4;2015;14999;Semi-Auto;43158;Diesel;200;47.1;2.0;audi
 A4;2018;19575;Manual;7919;Petrol;145;52.3;1.4;audi
 Q3;2017;16000;Automatic;47482;Petrol;150;47.9;1.4;audi
 A1;2015;10950;Manual;45000;Petrol;30;56.5;1.4;audi
 Q5;2016;22995;Semi-Auto;19273;Diesel;200;47.1;2.0;audi
 A1;2018;13995;Manual;8413;Petrol;150;56.5;1.4;audi
 Q2;2019;21900;Manual;1000;Diesel;145;49.6;1.6;audi
 TT;2019;32000;Semi-Auto;2387;Petrol;145;40.9;2.0;audi
 A6;2019;29990;Automatic;5743;Diesel;145;47.9;2.0;audi
 A6;2020;48990;Semi-Auto;6000;Petrol;150;30.7;3.0;audi
 Q3;2019;27990;Automatic;7029;Diesel;145;40.9;2.0;audi
 A4;2019;24199;Automatic;4035;Diesel;145;50.4;2.0;audi
 A1;2015;8099;Manual;67830;Diesel;0;80.7;1.6;audi
 A1;2019;21990;Automatic;4717;Petrol;145;40.9;2.0;audi
 Q7;2017;51595;Semi-Auto;12751;Diesel;145;39.2;4.0;audi
 Q3;2015;12500;Manual;71960;Diesel;125;60.1;2.0;audi
 A3;2019;24950;Semi-Auto;3300;Diesel;145;50.4;2.0;audi
 A5;2014;16990;Semi-Auto;43605;Petrol;300;34.9;3.0;audi
 A5;2017;29990;Automatic;22640;Petrol;145;37.7;3.0;audi
 A4;2020;29990;Semi-Auto;500;Petrol;145;40.9;2.0;audi
 Q2;2019;23685;Automatic;37;Diesel;145;47.9;1.6;audi
 A1;2016;12990;Manual;35678;Petrol;0;67.3;1.0;audi
 TT;2019;31000;Automatic;6000;Petrol;145;38.7;2.0;audi
 Q3;2019;25946;Semi-Auto;12186;Diesel;145;48.7;2.0;audi
 Q2;2017;17760;Semi-Auto;24354;Diesel;20;68.9;1.6;audi
 Q2;2019;22495;Manual;1000;Diesel;145;49.6;1.6;audi
 A3;2020;26990;Semi-Auto;3000;Petrol;145;44.1;1.5;audi
 A3;2015;8260;Manual;87661;Diesel;20;70.6;1.6;audi
 A3;2017;18998;Semi-Auto;22295;Petrol;30;56.5;1.4;audi
 Q2;2017;23490;Semi-Auto;4649;Petrol;145;52.3;1.4;audi
 Q3;2013;8900;Manual;90020;Diesel;160;49.6;2.0;audi
 A3;2018;21498;Semi-Auto;10827;Petrol;145;56.5;1.5;audi
 Q5;2019;29980;Semi-Auto;12500;Diesel;145;38.2;2.0;audi
 A4;2016;19995;Semi-Auto;31894;Diesel;30;64.2;3.0;audi
 A4;2020;32500;Semi-Auto;3999;Diesel;145;49.6;2.0;audi
 A3;2015;15282;Automatic;17456;Petrol;30;58.9;1.4;audi
 Q3;2016;16450;Semi-Auto;63938;Diesel;160;50.4;2.0;audi
 Q2;2019;24490;Manual;5000;Diesel;145;49.6;1.6;audi
 TT;2016;17000;Manual;9360;Petrol;160;46.3;1.8;audi
 Q3;2018;24490;Semi-Auto;9558;Petrol;145;45.6;1.4;audi
 A1;2017;12444;Manual;16438;Petrol;150;57.6;1.4;audi
 A6;2019;31500;Automatic;2408;Diesel;145;50.4;2.0;audi
 A3;2017;19000;Manual;21159;Petrol;30;56.5;1.4;audi
 A4;2019;26299;Automatic;2529;Diesel;145;50.4;2.0;audi
 A3;2012;8950;Semi-Auto;56000;Petrol;125;50.4;1.8;audi
 A3;2015;10990;Automatic;70000;Petrol;30;57.6;1.4;audi
 A1;2016;10950;Manual;29702;Petrol;0;67.3;1.0;audi
 A1;2015;8999;Manual;41183;Petrol;0;67.3;1.0;audi
 Q3;2019;25500;Automatic;4000;Diesel;145;48.7;2.0;audi
 A3;2015;11322;Semi-Auto;48093;Diesel;20;72.4;1.6;audi
 A6;2015;21298;Semi-Auto;22761;Diesel;145;54.3;3.0;audi
 A1;2012;8275;Manual;56700;Diesel;20;68.9;2.0;audi
 A6;2017;19190;Semi-Auto;43000;Diesel;30;61.4;2.0;audi
 A3;2019;31900;Semi-Auto;6457;Petrol;150;34.5;2.0;audi
 A3;2018;21490;Semi-Auto;10500;Petrol;145;56.5;1.5;audi
 A4;2017;19732;Semi-Auto;14578;Petrol;145;50.4;1.4;audi
 A4;2015;12690;Manual;57729;Diesel;30;61.4;2.0;audi
 A4;2016;12499;Automatic;70248;Diesel;20;70.6;2.0;audi
 A1;2019;21470;Semi-Auto;4977;Petrol;150;40.9;2.0;audi
 A4;2017;17450;Manual;31000;Diesel;145;70.6;2.0;audi
 TT;2014;12995;Semi-Auto;42000;Petrol;165;44.1;1.8;audi
 A1;2015;11786;Manual;21769;Diesel;0;80.7;1.6;audi
 A8;2019;38990;Automatic;4850;Diesel;145;40.4;3.0;audi
 A3;2016;12999;Manual;18663;Petrol;20;60.1;1.0;audi
 Q3;2017;20488;Manual;25576;Diesel;145;54.3;2.0;audi
 A5;2014;14810;Semi-Auto;55800;Diesel;125;58.9;2.0;audi
 Q2;2019;31990;Automatic;10;Petrol;145;33.2;2.0;audi
 A1;2016;11300;Manual;24426;Diesel;0;76.3;1.6;audi
 A1;2016;13495;Automatic;33800;Petrol;30;57.6;1.4;audi
 Q5;2015;18499;Manual;33233;Diesel;200;47.9;2.0;audi
 A3;2019;26663;Automatic;6000;Diesel;145;52.3;1.6;audi
 A4;2016;12000;Manual;40424;Petrol;125;53.3;1.4;audi
 Q3;2019;30000;Automatic;5689;Petrol;145;32.5;2.0;audi
 A1;2019;21644;Manual;4467;Petrol;150;46.3;1.5;audi
 A6;2017;22500;Semi-Auto;16442;Diesel;150;56.5;2.0;audi
 Q5;2016;24430;Automatic;64685;Diesel;240;42.8;3.0;audi
 A4;2017;15750;Manual;22077;Petrol;145;52.3;1.4;audi
 Q2;2018;17950;Manual;8026;Petrol;145;47.1;1.0;audi
 A1;2018;15990;Manual;23451;Petrol;150;55.4;1.4;audi
 A4;2016;16499;Automatic;37089;Diesel;30;64.2;2.0;audi
 A4;2019;24436;Manual;2416;Petrol;145;38.7;2.0;audi
 Q3;2019;27900;Manual;3061;Petrol;145;39.8;1.5;audi
 Q3;2015;16999;Manual;25447;Diesel;145;52.3;2.0;audi
 A5;2017;18990;Semi-Auto;41215;Diesel;30;67.3;2.0;audi
 A6;2016;20481;Semi-Auto;11540;Diesel;30;61.4;2.0;audi
 A1;2017;12995;Manual;22427;Petrol;145;67.3;1.0;audi
 A3;2016;17400;Semi-Auto;19856;Petrol;30;56.5;1.4;audi
 A1;2016;11950;Manual;49470;Petrol;30;55.4;1.4;audi
 A4;2020;46750;Semi-Auto;2999;Diesel;145;39.2;3.0;audi
 Q3;2014;14840;Manual;49987;Petrol;150;47.9;1.4;audi
 A7;2019;43885;Semi-Auto;10;Diesel;145;38.2;3.0;audi
 A5;2018;23000;Manual;22351;Petrol;150;47.1;2.0;audi
 Q2;2019;25000;Manual;9;Diesel;145;49.6;1.6;audi
 A1;2013;6800;Manual;62023;Diesel;0;74.3;1.6;audi
 A5;2015;15900;Manual;58386;Petrol;200;40.4;2.0;audi
 A5;2019;30000;Automatic;4012;Petrol;145;40.4;2.0;audi
 Q3;2016;18999;Automatic;25667;Diesel;160;50.4;2.0;audi
 A7;2016;43000;Automatic;55500;Petrol;325;29.7;4.0;audi
 Q3;2016;20495;Semi-Auto;28994;Diesel;160;50.4;2.0;audi
 A5;2015;21985;Semi-Auto;28011;Petrol;260;34.9;3.0;audi
 A5;2019;35900;Automatic;4896;Diesel;145;50.4;2.0;audi
 A6;2016;19950;Semi-Auto;42165;Diesel;30;61.4;3.0;audi
 A1;2016;11899;Manual;17271;Petrol;30;55.4;1.4;audi
 A6;2014;13199;Manual;39562;Diesel;30;62.8;2.0;audi
 A6;2019;49990;Automatic;6000;Diesel;145;35.8;3.0;audi
 Q2;2018;22490;Semi-Auto;18873;Petrol;145;52.3;1.4;audi
 A6;2018;31700;Semi-Auto;7415;Diesel;145;47.9;2.0;audi
 A8;2015;32000;Automatic;30306;Petrol;570;25.0;6.3;audi
 A1;2016;11295;Manual;37925;Petrol;0;67.3;1.0;audi
 A1;2020;27990;Automatic;2500;Petrol;145;44.1;1.5;audi
 A8;2019;49000;Semi-Auto;100;Diesel;145;40.4;3.0;audi
 A3;2018;28995;Semi-Auto;17166;Petrol;145;43.5;2.0;audi
 Q3;2019;26000;Manual;4158;Petrol;145;40.9;1.5;audi
 Q5;2015;26400;Automatic;19780;Diesel;235;42.8;3.0;audi
 A8;2017;38995;Semi-Auto;6479;Diesel;145;50.4;3.0;audi
 A5;2020;40990;Semi-Auto;2900;Diesel;145;44.8;2.0;audi
 A4;2017;19950;Automatic;36775;Diesel;145;61.4;2.0;audi
 A4;2016;14000;Manual;27515;Petrol;125;53.3;1.4;audi
 A4;2019;30990;Automatic;8000;Diesel;145;44.8;2.0;audi
 A3;2016;15500;Manual;25376;Petrol;30;57.6;1.4;audi
 Q2;2019;29990;Automatic;5113;Petrol;145;33.2;2.0;audi
 A3;2017;20999;Manual;14980;Diesel;30;64.2;2.0;audi
 A4;2019;27444;Automatic;6458;Diesel;145;47.1;2.0;audi
 Q5;2017;26500;Semi-Auto;14500;Petrol;150;40.9;2.0;audi
 A4;2016;15940;Manual;57583;Diesel;30;62.8;2.0;audi
 A7;2016;22498;Semi-Auto;21023;Diesel;145;54.3;3.0;audi
 Q7;2016;48995;Automatic;41032;Diesel;300;39.2;4.0;audi
 A1;2017;13495;Manual;7024;Petrol;145;67.3;1.0;audi
 Q3;2016;15790;Manual;30865;Diesel;30;60.1;2.0;audi
 A5;2016;16498;Semi-Auto;41431;Diesel;160;52.3;2.0;audi
 A4;2014;10100;Manual;77701;Diesel;125;57.6;2.0;audi
 A3;2016;12300;Manual;24259;Diesel;20;70.6;2.0;audi
 A1;2020;24990;Semi-Auto;883;Petrol;145;44.1;1.0;audi
 A4;2016;11195;Manual;83490;Diesel;20;70.6;2.0;audi
 A3;2016;12990;Manual;35694;Petrol;20;60.1;1.0;audi
 A5;2019;27990;Automatic;10;Diesel;145;46.3;2.0;audi
 A3;2016;16495;Semi-Auto;46600;Diesel;125;57.6;2.0;audi
 Q3;2016;15495;Manual;15541;Diesel;30;61.4;2.0;audi
 Q5;2014;18420;Automatic;95001;Diesel;260;41.5;3.0;audi
 A6;2018;23500;Semi-Auto;12000;Petrol;150;47.9;1.8;audi
 A3;2019;17500;Manual;4500;Diesel;145;49.6;1.6;audi
 Q3;2016;15700;Manual;52074;Diesel;145;56.5;2.0;audi
 Q7;2016;28990;Semi-Auto;65019;Diesel;200;47.9;3.0;audi
 Q3;2019;25444;Manual;8445;Diesel;145;42.8;2.0;audi
 Q7;2017;32991;Semi-Auto;27148;Diesel;150;47.9;3.0;audi
 A4;2017;18444;Automatic;20000;Petrol;30;53.3;2.0;audi
 A3;2019;22150;Semi-Auto;6159;Diesel;145;52.3;1.6;audi
 A6;2017;22602;Semi-Auto;19731;Diesel;145;56.5;2.0;audi
 TT;2016;15299;Manual;39803;Petrol;145;47.1;1.8;audi
 A6;2017;23490;Automatic;29332;Diesel;165;50.4;3.0;audi
 Q7;2018;36900;Semi-Auto;19250;Diesel;150;47.9;3.0;audi
 A1;2013;7783;Manual;62331;Petrol;125;52.3;1.4;audi
 A6;2017;16950;Manual;27554;Diesel;145;61.4;2.0;audi
 A4;2019;24250;Automatic;4601;Diesel;145;51.4;2.0;audi
 A3;2019;33250;Semi-Auto;4620;Petrol;150;34.5;2.0;audi
 Q2;2020;26990;Semi-Auto;5000;Petrol;145;42.2;1.5;audi
 Q3;2019;27500;Automatic;7626;Diesel;150;47.1;2.0;audi
 Q3;2020;37888;Semi-Auto;2553;Petrol;145;30.7;2.0;audi
 Q3;2017;24290;Semi-Auto;15836;Petrol;145;40.4;2.0;audi
 A5;2014;11991;Manual;44998;Petrol;145;49.6;1.8;audi
 A3;2016;13700;Manual;40264;Petrol;125;52.3;1.4;audi
 A3;2015;14995;Manual;50062;Petrol;30;57.6;1.2;audi
 Q7;2017;47000;Semi-Auto;49106;Diesel;145;39.2;4.0;audi
 A4;2016;13985;Manual;55697;Diesel;20;70.6;2.0;audi
 A3;2019;20100;Manual;5901;Diesel;145;52.3;1.6;audi
 RS4;2020;69691;Semi-Auto;2500;Petrol;145;28.8;2.9;audi
 Q2;2017;15995;Manual;38484;Petrol;145;55.4;1.0;audi
 Q8;2019;58450;Automatic;7000;Diesel;145;33.6;3.0;audi
 A1;2019;21991;Semi-Auto;10;Petrol;145;44.8;1.5;audi
 Q7;2013;17995;Semi-Auto;82890;Diesel;300;38.2;3.0;audi
 A6;2017;18995;Semi-Auto;28828;Diesel;145;64.2;2.0;audi
 A4;2020;45990;Semi-Auto;7800;Diesel;145;39.2;3.0;audi
 A1;2019;20490;Manual;6000;Petrol;145;47.9;1.0;audi
 A3;2019;17400;Manual;4050;Diesel;145;49.6;1.6;audi
 A1;2014;10700;Manual;35700;Petrol;125;52.3;1.4;audi
 Q3;2014;15880;Automatic;19000;Diesel;200;47.9;2.0;audi
 A6;2019;45912;Automatic;5260;Diesel;145;36.2;3.0;audi
 Q7;2016;28990;Semi-Auto;74840;Diesel;205;47.9;3.0;audi
 A4;2019;26995;Semi-Auto;5100;Petrol;145;38.2;2.0;audi
 A3;2020;20481;Manual;2661;Diesel;145;54.3;1.6;audi
 Q7;2016;28371;Semi-Auto;61411;Diesel;205;47.9;3.0;audi
 Q5;2019;31324;Semi-Auto;2860;Diesel;145;39.2;2.0;audi
 A1;2017;13750;Manual;34309;Petrol;30;55.4;1.4;audi
 Q5;2016;18737;Semi-Auto;49553;Diesel;200;47.1;2.0;audi
 Q2;2019;24750;Automatic;5295;Petrol;150;40.9;1.5;audi
 A3;2015;8990;Manual;42000;Diesel;20;68.9;2.0;audi
 A5;2015;16250;Manual;61720;Petrol;200;42.8;2.0;audi
 A1;2017;13300;Manual;12181;Petrol;145;67.3;1.0;audi
 Q3;2017;20950;Semi-Auto;28450;Petrol;145;47.9;1.4;audi
 A1;2018;17250;Automatic;7629;Petrol;150;56.5;1.4;audi
 TT;2018;29350;Automatic;15981;Petrol;150;40.9;2.0;audi
